ID_Veiculo,Marca,Modelo,Ano,Regiao,Tipo_Veiculo,Capacidade_Bateria_kWh,Saude_Bateria_%,Autonomia_km,Potencia_Carga_kW,Tempo_Carga_hr,Ciclos_Carga,Consumo_Energia_kWh_por_100km,Quilometragem_km,Velocidade_Media_kmh,Velocidade_Max_kmh,Aceleracao_0_100_kmh_seg,Temperatura_C,Tipo_Uso,CO2_Economizado_ton,Custo_Manutencao_USD,Custo_Seguro_USD,Custo_Eletricidade_USD_por_kWh,Custo_Mensal_Carga_USD,Valor_Revenda_USD
1143,Hyundai,Ioniq 5,2021,América do Norte,Crossover,69.2,88.8,442.0,7.4,9.4,390,18.8,54269.0,68.1,180.2,4.9,4.8,Pessoal,10.17,1204.11,400.0,0.28,54.6,17818.67
1144,BMW,i3,2019,América do Norte,Sedã,104.4,75.9,568.0,50.0,2.2,514,25.3,127814.0,54.5,160.5,4.7,14.5,Comercial,28.01,407.44,779.96,0.22,96.42,12779.21
1145,BMW,i3,2022,Ásia,Hatchback,59.1,90.5,268.0,11.0,5.7,410,15.4,60282.0,62.9,160.2,2.1,31.1,Pessoal,12.65,1053.31,1253.6,0.35,39.2,19064.71
1146,Audi,Q4 e-tron,2023,América do Sul,Sedã,89.1,81.0,459.0,50.0,1.8,167,12.0,1417.0,57.0,127.4,6.0,10.3,Pessoal,0.32,852.61,1100.96,0.22,28.5,32637.05
1147,Nissan,Leaf,2021,Europa,Crossover,52.6,61.9,264.0,11.0,5.4,420,13.8,82975.0,78.5,193.1,7.0,2.6,Frota,18.27,861.0,821.66,0.18,13.98,9784.0
1148,Nissan,Ariya,2020,Ásia,SUV,47.4,93.4,245.0,11.0,4.9,68,12.0,103286.0,56.6,147.9,8.9,13.3,Pessoal,21.0,1565.66,1792.66,0.12,8.07,10258.25
1149,Tesla,Model 3,2021,América do Sul,SUV,130.0,91.0,686.0,50.0,2.5,526,24.4,15611.0,65.7,171.8,5.5,4.0,Comercial,2.88,654.39,802.64,0.12,47.74,39048.1
1150,Hyundai,Ioniq 5,2022,Ásia,Sedã,75.8,97.8,407.0,250.0,0.3,530,18.0,37730.0,55.1,139.7,10.9,-4.6,Pessoal,5.53,958.37,1774.87,0.18,31.81,28372.93
1151,Audi,e-tron,2018,América do Norte,SUV,76.4,70.3,409.0,100.0,0.8,1144,23.8,121799.0,98.1,263.8,8.5,25.5,Comercial,14.09,1030.53,1258.77,0.35,71.63,6710.13
1152,Toyota,Prius Prime,2022,Oceania,SUV,76.9,81.8,419.0,50.0,1.5,178,16.9,11836.0,74.4,208.3,4.2,28.5,Pessoal,2.17,591.53,1094.65,0.28,51.05,24099.45
1153,Nissan,Ariya,2022,Europa,Crossover,93.1,88.1,539.0,250.0,0.4,248,15.3,28982.0,73.8,173.9,5.8,22.2,Pessoal,5.91,200.0,1237.44,0.22,39.45,29149.58
1154,BMW,i3,2022,Europa,Crossover,73.2,91.6,375.0,11.0,7.9,327,12.8,32607.0,75.5,220.6,12.1,26.9,Pessoal,3.2,401.2,1317.47,0.15,18.49,25134.75
1155,Ford,Mustang Mach-E,2020,América do Norte,Sedã,81.3,75.3,495.0,250.0,0.4,903,16.8,24002.0,59.1,153.6,8.9,13.9,Pessoal,3.47,876.49,817.75,0.12,34.49,17469.25
1156,Ford,F-150 Lightning,2022,Europa,Crossover,43.8,90.5,214.0,250.0,0.3,172,20.5,24351.0,87.8,160.9,5.7,31.5,Frota,3.64,1068.88,828.61,0.22,28.25,15140.79
1157,Audi,Q4 e-tron,2019,América do Norte,Sedã,84.7,82.4,492.0,150.0,0.6,511,17.3,133382.0,64.0,156.4,9.2,11.7,Pessoal,23.26,962.33,1119.84,0.12,25.34,12399.23
1158,Hyundai,Kona Electric,2020,América do Norte,SUV,60.3,72.2,381.0,22.0,2.6,521,13.2,116111.0,91.6,224.2,3.8,18.0,Pessoal,21.26,958.7,1374.8,0.28,26.89,10223.18
1159,Hyundai,Kona Electric,2023,Europa,Hatchback,78.4,81.0,424.0,22.0,3.8,124,20.0,5803.0,60.1,169.7,5.6,9.6,Pessoal,1.23,900.3,1465.48,0.28,61.04,28956.1
1160,Chevrolet,Bolt EUV,2022,Ásia,Hatchback,30.7,91.1,172.0,7.4,4.5,372,20.5,500.0,75.7,176.0,2.0,4.0,Pessoal,0.07,552.04,1698.19,0.18,21.54,11474.22
1161,Kia,Niro EV,2018,América do Sul,Crossover,77.6,72.5,389.0,22.0,4.1,904,16.4,151868.0,67.5,171.8,8.5,11.6,Comercial,28.9,791.68,708.56,0.18,22.92,7711.81
1162,Nissan,Leaf,2020,Europa,SUV,24.0,92.1,126.0,100.0,0.3,160,16.0,120747.0,69.0,143.1,4.1,40.3,Frota,16.71,988.42,1342.69,0.12,3.39,5465.93
1163,Hyundai,Kona Electric,2020,América do Sul,Hatchback,59.5,89.3,374.0,11.0,5.4,358,12.9,89226.0,39.9,89.8,6.8,33.3,Pessoal,18.3,941.36,1194.82,0.12,15.39,12473.08
1164,BMW,i4,2020,América do Sul,SUV,30.9,85.0,182.0,50.0,0.6,365,19.9,50433.0,50.3,137.8,3.1,25.8,Frota,8.35,1291.82,986.88,0.22,26.04,6481.66
1165,Audi,e-tron,2020,Ásia,SUV,77.7,73.9,444.0,50.0,1.7,10,16.6,23876.0,87.6,186.9,7.5,13.7,Pessoal,3.43,625.34,2001.46,0.18,41.22,13716.55
1166,Toyota,Prius Prime,2018,América do Norte,SUV,66.4,74.6,301.0,100.0,0.7,1171,12.0,120839.0,45.7,127.5,6.8,13.5,Pessoal,19.31,630.88,1372.84,0.28,33.65,7412.04
1167,Chevrolet,Bolt EUV,2021,Ásia,Crossover,49.6,83.8,255.0,22.0,2.4,426,13.5,71367.0,78.4,222.8,3.3,35.1,Comercial,10.46,589.24,1771.57,0.35,22.36,11839.91
1168,Volkswagen,ID.4,2022,América do Sul,Caminhonete,93.7,78.0,597.0,11.0,10.2,194,19.7,19003.0,104.0,298.7,5.8,18.2,Pessoal,3.47,200.0,400.0,0.22,59.53,28486.15
1169,Tesla,Model S,2022,Ásia,Caminhonete,47.1,84.3,269.0,22.0,2.4,387,17.0,34584.0,73.3,217.2,7.3,25.9,Comercial,6.87,984.23,1618.83,0.22,27.01,15118.76
1170,Toyota,Prius Prime,2022,Europa,Sedã,24.0,94.2,138.0,250.0,0.3,306,14.6,22755.0,96.9,264.8,8.1,12.5,Frota,4.8,801.27,1414.43,0.15,4.07,8889.47
1171,Volkswagen,ID.4,2019,Europa,Sedã,75.3,84.8,421.0,7.4,10.2,237,18.2,106414.0,75.4,198.1,11.0,15.0,Pessoal,17.5,726.9,1480.73,0.35,66.67,11614.34
1172,Ford,Mustang Mach-E,2023,Ásia,SUV,29.7,84.6,154.0,22.0,1.4,173,15.5,500.0,68.9,185.1,10.0,25.8,Frota,0.11,555.42,1082.79,0.28,14.93,11744.26
1173,Tesla,Model 3,2023,Europa,SUV,47.7,84.6,270.0,7.4,7.2,224,16.1,18306.0,70.6,178.0,5.3,10.6,Comercial,3.28,965.48,2044.27,0.22,22.73,17968.75
1174,Nissan,Ariya,2023,América do Norte,Sedã,54.7,95.1,259.0,50.0,1.4,124,17.2,11950.0,62.3,148.8,5.2,21.5,Pessoal,2.6,805.2,1121.25,0.35,41.06,22074.78
1175,BMW,i4,2023,Europa,Caminhonete,36.5,97.3,171.0,11.0,3.4,128,23.1,30267.0,61.9,169.1,3.4,11.0,Comercial,5.31,1263.43,1192.52,0.15,13.81,16235.06
1176,Tesla,Model Y,2023,Ásia,Sedã,55.1,90.4,283.0,150.0,0.4,140,23.0,17600.0,57.1,150.4,4.5,23.1,Pessoal,3.05,807.26,808.66,0.35,44.54,22357.55
1177,Kia,EV6,2022,América do Sul,SUV,36.9,88.1,206.0,250.0,0.3,104,12.1,41796.0,71.3,197.1,9.2,10.7,Frota,8.25,925.71,1184.27,0.18,12.8,11040.13
1178,Volkswagen,ID.4,2020,América do Norte,SUV,68.2,88.8,322.0,7.4,10.2,571,17.8,28562.0,98.0,238.9,3.0,35.5,Comercial,5.41,1271.61,1130.17,0.28,31.29,16139.85
1179,Nissan,Leaf,2022,Oceania,SUV,40.4,98.4,225.0,22.0,2.2,147,13.6,26310.0,86.4,212.9,6.6,17.4,Pessoal,4.3,700.91,1628.82,0.18,13.46,14620.23
1180,Kia,Niro EV,2022,Europa,Sedã,65.6,90.8,328.0,250.0,0.3,265,14.8,36575.0,68.1,174.6,6.2,25.7,Pessoal,7.85,669.88,1453.88,0.15,15.18,21239.06
1181,Ford,F-150 Lightning,2022,Ásia,Crossover,88.2,99.2,447.0,22.0,4.5,288,12.4,24010.0,74.2,182.7,5.1,17.8,Comercial,3.63,1227.97,1669.32,0.28,44.1,33992.11
1182,Kia,EV6,2021,Ásia,Hatchback,80.6,83.6,496.0,250.0,0.4,506,15.4,38943.0,63.7,213.6,3.7,13.0,Pessoal,7.69,332.26,1156.89,0.12,15.7,22621.48
1183,Chevrolet,Bolt EV,2018,Ásia,Caminhonete,63.4,76.3,350.0,50.0,1.5,1027,14.4,103148.0,86.3,265.8,2.3,23.7,Pessoal,20.22,722.11,1064.26,0.12,14.82,6532.94
1184,Chevrolet,Bolt EV,2021,América do Sul,Sedã,45.2,81.6,228.0,100.0,0.5,214,21.1,2169.0,40.5,101.3,3.8,29.5,Pessoal,0.46,714.74,1553.65,0.12,15.32,12335.07
1185,Audi,Q4 e-tron,2023,Europa,Sedã,68.2,82.5,381.0,250.0,0.3,145,15.5,10630.0,94.0,231.3,6.8,3.5,Pessoal,2.26,546.71,1263.18,0.35,54.54,26201.21
1186,Toyota,bZ4X,2022,América do Sul,SUV,51.1,99.8,244.0,150.0,0.4,394,12.2,43147.0,56.8,149.6,8.5,19.3,Pessoal,7.53,958.51,400.0,0.22,19.89,17677.38
1187,Toyota,Prius Prime,2022,América do Norte,Crossover,69.0,92.9,393.0,100.0,0.7,112,18.0,23439.0,59.2,140.4,11.0,16.9,Pessoal,4.24,628.97,1018.93,0.35,72.14,23330.69
1188,Nissan,Leaf,2020,Ásia,Caminhonete,30.7,81.9,186.0,22.0,1.7,998,17.5,137886.0,46.7,110.5,7.8,20.1,Pessoal,24.68,831.61,400.0,0.35,31.06,4653.71
1189,Ford,Mustang Mach-E,2021,Ásia,SUV,81.1,93.5,473.0,100.0,0.9,205,17.2,47269.0,67.3,169.1,8.5,31.5,Comercial,10.98,520.2,873.79,0.35,42.83,24384.24
1190,Hyundai,Ioniq 5,2023,Ásia,Sedã,65.7,86.0,432.0,250.0,0.3,241,19.8,500.0,54.8,130.9,11.0,26.2,Pessoal,0.1,885.64,1610.42,0.35,83.46,25657.34
1191,Chevrolet,Bolt EV,2022,América do Norte,Sedã,109.2,100.0,495.0,150.0,0.7,139,21.7,37398.0,82.5,210.8,7.8,29.6,Pessoal,7.9,1423.9,1065.41,0.12,40.02,39340.39
1192,Nissan,Leaf,2023,América do Sul,Hatchback,91.1,84.3,507.0,150.0,0.7,129,17.2,6201.0,75.1,196.1,9.5,20.6,Pessoal,1.07,784.28,1092.21,0.22,40.51,31390.27
1193,Hyundai,Ioniq 5,2021,América do Norte,Crossover,76.3,74.7,368.0,11.0,6.0,361,18.8,53500.0,54.6,98.3,6.1,13.7,Pessoal,7.82,797.01,1122.34,0.22,46.89,17108.63
1194,Toyota,Prius Prime,2022,América do Norte,Hatchback,62.5,85.5,338.0,100.0,0.6,84,17.2,20571.0,51.8,99.6,8.8,-6.2,Pessoal,3.13,443.84,1204.4,0.15,25.74,18339.92
1195,Audi,e-tron,2020,Ásia,Sedã,50.4,84.3,277.0,11.0,5.3,719,19.5,43353.0,55.4,124.4,7.5,32.2,Pessoal,9.12,1052.74,1066.09,0.12,13.92,11077.37
1196,Kia,Niro EV,2022,Europa,SUV,83.8,76.3,556.0,22.0,4.0,366,13.6,47253.0,50.8,131.3,6.4,-7.0,Pessoal,7.47,774.11,1926.67,0.28,47.35,25128.95
1197,Chevrolet,Bolt EV,2021,Ásia,SUV,60.4,91.7,330.0,22.0,2.9,523,19.9,5413.0,60.8,137.9,10.9,33.9,Comercial,1.49,917.86,518.65,0.35,46.41,18921.03
1198,Nissan,Leaf,2021,Europa,SUV,88.4,98.4,483.0,22.0,4.5,350,18.8,32869.0,52.4,167.3,4.0,25.4,Comercial,5.52,1084.75,1291.57,0.22,60.52,29506.11
1199,Tesla,Model Y,2022,América do Norte,SUV,73.0,78.0,438.0,50.0,1.8,173,15.1,20050.0,82.5,228.4,4.9,37.7,Comercial,3.82,745.69,1422.47,0.15,21.41,23056.74
1200,Hyundai,Ioniq 5,2023,Ásia,Hatchback,73.2,94.8,401.0,100.0,0.7,206,24.6,26142.0,57.5,177.5,9.9,20.7,Comercial,4.98,1106.28,842.08,0.22,47.03,28812.86
1201,Kia,Niro EV,2018,Europa,Hatchback,76.9,82.1,493.0,7.4,12.7,885,13.9,72554.0,73.6,203.9,9.4,23.0,Comercial,13.45,1125.89,1458.26,0.28,45.72,10015.66
1202,Chevrolet,Bolt EUV,2023,América do Norte,SUV,46.6,86.8,272.0,150.0,0.4,82,19.0,7154.0,73.8,149.4,7.0,16.1,Pessoal,1.03,901.96,932.85,0.28,28.03,15491.62
1203,Toyota,bZ4X,2020,Ásia,Caminhonete,44.6,86.0,264.0,7.4,6.3,590,15.1,67708.0,37.2,80.0,7.8,18.8,Comercial,12.69,859.83,1391.93,0.12,13.13,9684.95
1204,Ford,F-150 Lightning,2021,Europa,SUV,43.9,86.8,200.0,22.0,2.1,65,19.7,22643.0,75.7,177.6,8.3,10.8,Pessoal,4.24,808.36,695.27,0.22,20.38,13110.97
1205,Hyundai,Kona Electric,2018,Ásia,Sedã,85.9,90.8,558.0,250.0,0.4,843,24.0,52531.0,39.4,84.4,7.9,16.8,Comercial,8.98,968.49,1235.0,0.28,114.33,12892.68
1206,Toyota,bZ4X,2020,Europa,SUV,46.1,78.8,238.0,250.0,0.3,708,20.3,83004.0,52.5,148.3,7.6,9.5,Comercial,19.55,954.98,2091.92,0.18,25.44,8568.83
1207,Chevrolet,Bolt EUV,2021,Ásia,Sedã,48.6,97.3,267.0,100.0,0.6,364,17.7,500.0,75.0,183.9,4.9,18.5,Pessoal,0.07,370.96,837.99,0.28,43.87,17170.62
1208,Hyundai,Ioniq 5,2018,Ásia,SUV,75.8,91.0,392.0,250.0,0.3,1084,20.8,41799.0,66.9,171.4,10.1,17.7,Pessoal,5.63,598.49,1033.82,0.28,39.17,12025.11
1209,Kia,EV6,2021,Ásia,Sedã,60.0,93.7,299.0,11.0,5.2,562,16.2,28081.0,59.9,174.5,6.5,17.8,Pessoal,5.69,1087.17,1859.88,0.22,19.84,18102.73
1210,Chevrolet,Bolt EV,2023,América do Norte,Sedã,57.4,80.8,281.0,7.4,7.8,151,19.5,27876.0,38.3,117.9,4.5,17.1,Comercial,4.94,874.44,1694.58,0.35,47.98,21176.01
1211,Volkswagen,ID.4,2019,Ásia,Crossover,55.7,78.1,309.0,250.0,0.3,1256,18.3,93555.0,79.5,192.3,7.3,11.8,Comercial,14.37,734.84,1899.41,0.28,40.51,8489.07
1212,Nissan,Ariya,2022,Ásia,SUV,24.0,96.5,108.0,22.0,1.2,447,14.4,29471.0,71.5,149.5,7.9,23.6,Frota,5.48,1328.57,1052.29,0.15,5.49,7936.08
1213,Kia,EV6,2021,Ásia,SUV,45.7,77.7,246.0,7.4,7.3,525,23.1,42420.0,52.2,111.9,8.0,21.1,Pessoal,8.86,1043.6,1338.76,0.35,66.04,11291.68
1214,Hyundai,Ioniq 5,2022,Europa,SUV,88.6,88.2,534.0,7.4,11.9,314,21.7,32058.0,50.6,143.9,9.4,20.8,Comercial,4.2,1123.95,1384.47,0.28,74.61,27923.36
1215,Ford,F-150 Lightning,2020,América do Sul,Hatchback,54.2,95.2,315.0,150.0,0.4,464,15.4,68187.0,80.4,207.4,6.1,8.6,Pessoal,13.75,733.8,889.2,0.18,23.87,13152.67
1216,Toyota,bZ4X,2019,Ásia,SUV,27.0,86.0,154.0,7.4,3.7,450,21.1,80231.0,69.5,155.2,6.8,24.7,Frota,15.24,915.64,752.95,0.28,24.28,3732.08
1217,Tesla,Model 3,2019,América do Norte,Caminhonete,44.8,96.4,226.0,22.0,2.4,932,14.5,156107.0,44.6,121.0,4.9,10.4,Pessoal,27.02,775.57,703.65,0.12,8.64,7504.64
1218,Toyota,Prius Prime,2018,Europa,Sedã,72.2,84.8,340.0,150.0,0.5,720,19.4,68040.0,54.0,117.6,7.6,12.8,Pessoal,12.75,489.46,999.4,0.22,39.65,10052.56
1219,Hyundai,Kona Electric,2020,América do Sul,Sedã,71.8,76.8,432.0,22.0,3.4,262,18.1,65813.0,94.4,185.8,4.9,18.9,Pessoal,12.36,859.08,688.86,0.18,35.16,14887.06
1220,Toyota,Prius Prime,2022,América do Norte,Hatchback,59.1,90.0,312.0,50.0,1.4,159,23.0,30633.0,80.0,151.8,5.5,29.5,Comercial,6.02,782.72,929.24,0.15,33.58,19762.68
1221,Nissan,Ariya,2023,Oceania,SUV,51.2,88.6,279.0,250.0,0.3,88,19.0,22827.0,65.0,134.3,9.5,5.9,Frota,3.43,777.71,797.67,0.28,45.74,20607.68
1222,Chevrolet,Bolt EUV,2023,Ásia,SUV,37.0,100.0,200.0,50.0,0.7,250,13.4,9223.0,65.3,185.9,7.3,8.1,Pessoal,1.96,1097.21,1404.88,0.28,9.3,16515.76
1223,Tesla,Model S,2022,Ásia,Sedã,72.4,79.4,423.0,250.0,0.3,379,21.1,23886.0,32.4,79.0,10.6,-1.6,Pessoal,5.01,766.77,1358.0,0.15,23.17,20610.64
1224,BMW,iX,2019,América do Norte,Hatchback,81.8,85.0,525.0,50.0,1.8,678,16.7,12014.0,84.6,210.6,9.9,23.1,Frota,2.53,821.02,971.43,0.28,59.59,15234.92
1225,Hyundai,Ioniq 5,2020,América do Norte,SUV,90.8,81.2,566.0,7.4,14.3,643,16.5,92900.0,58.2,148.8,7.5,14.6,Pessoal,11.91,835.63,1063.33,0.12,32.85,16990.42
1226,Audi,Q4 e-tron,2020,América do Sul,SUV,42.8,85.9,185.0,100.0,0.4,674,18.1,9237.0,52.9,116.2,7.9,22.2,Comercial,1.98,950.81,1438.21,0.35,30.02,11042.36
1227,BMW,i3,2020,América do Norte,Crossover,92.3,85.5,493.0,22.0,4.2,301,16.3,77985.0,76.2,179.5,6.4,21.4,Pessoal,13.17,889.41,1058.03,0.35,76.14,20349.75
1228,Toyota,bZ4X,2021,Ásia,SUV,63.9,80.0,308.0,50.0,1.3,166,23.4,87027.0,55.6,132.6,9.6,25.9,Pessoal,17.05,1006.1,961.84,0.18,50.52,13973.04
1229,Hyundai,Kona Electric,2022,Europa,Caminhonete,65.5,90.7,391.0,100.0,0.7,406,20.4,62096.0,37.7,83.7,7.9,18.0,Comercial,7.49,415.05,668.32,0.28,48.88,21343.35
1230,Volkswagen,ID.3,2021,América do Norte,Caminhonete,82.9,85.3,456.0,50.0,1.7,130,14.6,37351.0,71.1,167.4,9.3,10.9,Comercial,5.96,843.27,1722.16,0.15,27.17,22395.66
1231,Audi,Q4 e-tron,2021,América do Norte,SUV,54.2,97.8,315.0,250.0,0.3,396,15.8,36353.0,42.3,104.2,5.4,20.3,Pessoal,7.46,766.37,551.58,0.15,19.28,16016.69
1232,Tesla,Model 3,2023,Europa,SUV,24.0,81.8,127.0,50.0,0.6,85,14.1,14382.0,64.1,155.5,3.6,22.1,Pessoal,2.82,405.11,1073.79,0.18,9.44,8073.35
1233,Ford,Mustang Mach-E,2023,Oceania,SUV,79.1,100.0,394.0,100.0,1.0,148,20.9,22506.0,69.8,183.6,8.3,14.5,Comercial,3.32,367.16,845.87,0.12,29.4,33600.04
1234,Volkswagen,ID.3,2020,Europa,Hatchback,72.0,89.2,365.0,50.0,1.7,465,17.8,55597.0,60.8,143.1,8.8,18.9,Pessoal,11.14,611.63,1258.18,0.18,32.48,17206.99
1235,BMW,i4,2023,Europa,Hatchback,57.8,97.2,274.0,7.4,9.3,168,15.1,12719.0,60.9,180.5,7.2,4.5,Frota,1.98,604.45,1021.06,0.28,37.08,24014.08
1236,Chevrolet,Bolt EUV,2023,Europa,Caminhonete,77.5,87.9,377.0,7.4,11.3,10,22.7,23939.0,88.3,193.4,8.4,5.3,Pessoal,4.12,728.23,1233.51,0.35,94.95,30340.55
1237,Nissan,Leaf,2020,Europa,Crossover,81.5,80.8,388.0,150.0,0.5,832,19.5,61456.0,88.5,207.2,4.9,1.4,Pessoal,8.9,838.45,863.74,0.12,24.58,16892.25
1238,Ford,Mustang Mach-E,2021,Europa,Hatchback,34.8,84.9,173.0,7.4,5.0,547,18.6,41173.0,51.2,134.1,9.3,20.9,Frota,7.84,948.23,1018.56,0.12,9.45,8513.03
1239,Volkswagen,ID.3,2021,América do Sul,SUV,65.5,75.9,324.0,11.0,6.5,602,18.4,23097.0,56.1,150.6,9.9,25.4,Comercial,4.91,428.57,661.12,0.15,23.65,17845.08
1240,Chevrolet,Bolt EUV,2023,Europa,SUV,24.0,86.1,137.0,150.0,0.3,193,13.9,23559.0,56.9,121.7,9.6,3.7,Pessoal,4.87,528.99,796.7,0.12,3.82,9390.05
1241,Chevrolet,Bolt EUV,2023,Europa,Caminhonete,62.5,88.4,355.0,50.0,1.5,154,19.7,17059.0,64.5,159.3,7.3,19.6,Comercial,2.61,539.15,1014.75,0.28,43.81,22323.04
1242,Hyundai,Kona Electric,2019,América do Norte,SUV,57.5,87.4,328.0,11.0,6.5,452,16.7,74512.0,63.8,174.8,10.0,22.5,Pessoal,13.31,764.31,1265.72,0.28,30.94,10206.97
1243,Volkswagen,ID.4,2021,Oceania,SUV,74.8,97.6,455.0,22.0,3.8,487,20.6,500.0,90.8,183.3,4.1,14.0,Pessoal,0.07,808.42,1141.22,0.28,77.29,26783.36
1244,Tesla,Model 3,2022,América do Norte,Hatchback,43.5,85.8,238.0,100.0,0.5,305,19.9,45908.0,62.2,153.9,8.4,34.0,Frota,10.14,1099.72,1745.45,0.35,52.63,13698.38
1245,Toyota,bZ4X,2021,América do Norte,Sedã,56.6,71.8,289.0,22.0,3.1,575,17.8,16644.0,49.5,101.7,8.8,3.4,Comercial,3.01,524.88,594.67,0.22,32.03,13157.26
1246,Audi,Q4 e-tron,2020,Ásia,Crossover,24.0,100.0,159.0,11.0,2.2,699,17.6,75064.0,56.2,126.8,8.3,14.2,Comercial,14.98,1032.59,1095.36,0.12,8.18,5838.23
1247,Audi,e-tron,2023,Europa,Hatchback,76.2,81.5,454.0,7.4,9.5,139,23.0,8512.0,70.6,178.3,4.6,-11.1,Pessoal,1.58,355.72,400.0,0.12,26.69,27125.66
1248,BMW,iX,2022,Europa,SUV,63.2,94.7,352.0,250.0,0.3,324,14.0,12115.0,61.1,148.8,7.6,21.5,Pessoal,1.95,805.77,1133.51,0.28,40.54,22962.84
1249,BMW,i4,2023,Europa,Crossover,66.7,75.0,370.0,50.0,1.5,168,16.3,22735.0,69.7,150.4,6.4,10.7,Pessoal,3.71,965.48,931.65,0.15,27.34,22695.7
1250,Audi,Q4 e-tron,2023,Ásia,SUV,35.1,89.0,198.0,150.0,0.3,205,21.4,15847.0,61.3,175.7,2.1,-1.8,Pessoal,3.07,990.02,993.59,0.35,36.37,13933.7
1251,Tesla,Model S,2022,América do Norte,Sedã,73.0,80.6,394.0,250.0,0.4,498,22.5,30684.0,75.9,182.2,4.1,23.9,Comercial,7.03,1307.41,927.28,0.12,26.91,20926.23
1252,Nissan,Leaf,2021,Ásia,Sedã,98.1,64.4,546.0,250.0,0.5,519,17.6,93763.0,63.7,169.8,9.9,16.4,Pessoal,15.91,1513.34,1373.97,0.22,49.15,17315.55
1253,Kia,Niro EV,2022,Ásia,SUV,61.3,84.7,352.0,50.0,1.4,336,15.9,62251.0,46.8,138.1,6.0,14.9,Comercial,13.4,921.62,1311.98,0.12,18.19,17643.98
1254,Toyota,Prius Prime,2019,Europa,Sedã,78.0,86.6,401.0,7.4,10.6,592,16.0,64710.0,59.8,137.4,9.6,29.3,Pessoal,13.44,404.54,717.62,0.18,26.63,13959.65
1255,Nissan,Leaf,2022,Europa,SUV,47.6,85.2,223.0,50.0,1.1,220,13.7,8214.0,98.2,263.6,9.9,10.2,Pessoal,1.4,1942.75,1109.79,0.22,16.54,14913.86
1256,Hyundai,Kona Electric,2019,América do Norte,Sedã,63.5,88.9,283.0,100.0,0.6,424,24.0,133909.0,83.5,219.1,8.4,24.4,Pessoal,28.52,1142.63,591.7,0.15,19.51,8943.18
1257,Kia,Niro EV,2022,Ásia,Sedã,34.4,84.8,204.0,250.0,0.3,10,17.6,7590.0,47.6,99.2,5.5,25.9,Pessoal,1.6,1109.09,516.92,0.22,20.78,10848.63
1258,Kia,Niro EV,2020,Europa,Caminhonete,80.8,87.6,380.0,100.0,0.9,309,19.4,75840.0,91.7,262.5,9.4,12.4,Pessoal,8.77,671.86,1360.25,0.22,54.75,15943.84
1259,Volkswagen,ID.4,2019,Europa,Caminhonete,68.2,88.4,391.0,100.0,0.8,609,19.4,63838.0,67.1,169.8,7.5,18.1,Frota,12.83,763.43,745.1,0.12,24.34,11366.53
1260,Tesla,Model 3,2019,Europa,SUV,40.6,86.7,200.0,22.0,2.2,564,22.5,78167.0,57.7,135.0,7.1,34.8,Pessoal,17.07,552.39,954.42,0.22,29.91,7374.58
1261,Tesla,Model Y,2018,Oceania,Sedã,49.0,85.6,242.0,7.4,7.6,982,16.7,151315.0,60.8,122.5,4.7,7.9,Frota,21.94,1001.74,1287.71,0.28,32.61,5231.23
1262,Kia,EV6,2022,Europa,Sedã,66.2,79.9,340.0,100.0,0.8,159,17.0,16886.0,65.9,139.6,5.7,23.5,Pessoal,2.37,660.93,1192.95,0.35,49.34,20614.88
1263,Volkswagen,ID.3,2022,América do Sul,SUV,83.5,91.8,467.0,11.0,8.5,165,20.5,19864.0,81.3,200.6,4.8,18.6,Frota,3.7,1015.57,1761.53,0.22,52.51,29237.27
1264,Toyota,Prius Prime,2021,Europa,Caminhonete,94.6,84.7,459.0,100.0,1.0,10,12.6,63951.0,67.9,142.5,9.4,30.7,Pessoal,14.54,578.06,697.22,0.12,15.45,24037.81
1265,Kia,Niro EV,2019,América do Norte,Hatchback,62.3,84.1,323.0,150.0,0.4,823,22.5,149534.0,70.0,188.3,10.8,17.7,Frota,22.04,1085.13,1687.8,0.28,60.83,8721.88
1266,Ford,F-150 Lightning,2019,América do Norte,SUV,37.7,91.1,207.0,22.0,1.5,370,23.2,178091.0,83.2,198.5,9.3,24.9,Pessoal,23.63,884.84,1431.39,0.15,19.7,5326.17
1267,BMW,iX,2018,Europa,Sedã,69.8,88.7,342.0,11.0,7.4,513,18.7,17459.0,59.0,119.9,7.5,2.0,Comercial,2.91,1181.47,1503.98,0.18,34.55,10953.71
1268,BMW,i4,2019,América do Norte,SUV,100.7,81.4,626.0,250.0,0.4,854,15.2,57516.0,69.5,159.9,6.2,-3.4,Frota,9.33,1433.44,1043.36,0.22,53.45,19341.08
1269,Nissan,Ariya,2023,América do Norte,Hatchback,32.5,97.0,151.0,7.4,4.5,74,20.6,6404.0,71.6,156.2,8.2,7.5,Pessoal,0.83,884.98,819.24,0.28,13.98,13286.63
1270,Hyundai,Ioniq 5,2020,América do Sul,SUV,45.9,77.5,247.0,7.4,6.1,634,17.4,88218.0,67.0,142.9,6.0,13.6,Pessoal,14.33,1209.55,1238.05,0.28,25.74,7990.14
1271,BMW,i3,2021,Ásia,Crossover,77.2,78.7,474.0,150.0,0.6,158,18.4,46522.0,72.5,133.1,6.9,14.5,Pessoal,8.86,1210.97,817.33,0.15,39.26,18329.86
